Species,MSW2,MSW3,Country,native,Family,Genus,sex,PM4,CsupL,Lat,Long,,,,
Lycalopex griseus,Pseudalopex griseus,Lycalopex griseus,Chile,native,Canidae,Lycalopex,Male,12.15,4.84,-33.02,-71.27,,,,
Urocyon cinereoargenteus,Urocyon cinereoargenteus,Urocyon cinereoargenteus,Florida,native,Canidae,Urocyon,Female,9.42,4.84,27.42,-81.30,,,,
Urocyon cinereoargenteus,Urocyon cinereoargenteus,Urocyon cinereoargenteus,California,native,Canidae,Urocyon,Female,9.93,4.84,37.88,-121.92,,,,
Urocyon cinereoargenteus,Urocyon cinereoargenteus,Urocyon cinereoargenteus,Georgia,native,Canidae,Urocyon,Female,10.53,4.84,30.83,-83.98,,,,
Urocyon cinereoargenteus,Urocyon cinereoargenteus,Urocyon cinereoargenteus,California,native,Canidae,Urocyon,Female,NA,4.84,35.37,-118.32,,,,
Vulpes velox,Vulpes velox,Vulpes velox,California,native,Canidae,Vulpes,Male,9.93,4.84,40.15,-121.55,,,,
Martes martes,Martes martes,Martes martes,Italy,native,Mustelidae,Martes,Male,8.87,4.85,41.75,13.75,,,,
Felis silvestris,Felis silvestris,Felis silvestris,Belgium,native,Felidae,Felis,Female,10.45,4.85,50.25,5.75,,,,
Hemigalus derbyanus,Hemigalus derbyanus,Hemigalus derbyanus,South Pagai,native,Viverridae,Hemigalus,Male,7.07,4.85,-3.00,100.50,,,,
Herpestes ichneumon,Herpestes ichneumon,Herpestes ichneumon,Zambia,native,Herpestidae,Herpestes,Male,9.71,4.85,-17.47,24.33,,,,
Martes americana,Martes americana,Martes americana,Vancouver Island,native,Mustelidae,Martes,Male,8.38,4.85,48.70,-124.95,,,,
Martes americana,Martes americana,Martes americana,Moresby,native,Mustelidae,Martes,Male,8.68,4.85,53.25,-131.82,,,,
Martes americana,Martes americana,Martes americana,Graham,native,Mustelidae,Martes,Male,8.73,4.85,53.27,-131.98,,,,
Martes flavigula,Martes flavigula,Martes flavigula,Malaya,native,Mustelidae,Martes,Female,9.12,4.85,3.12,101.82,,,,
Martes foina,Martes foina,Martes foina,Germany,native,Mustelidae,Martes,Male,9.41,4.85,51.23,14.27,,,,
Martes gwatkinsii,Martes gwatkinsii,Martes gwatkinsii,India,native,Mustelidae,Martes,Male,8.61,4.85,12.17,75.75,,,,
Martes martes,Martes martes,Martes martes,Poland,native,Mustelidae,Martes,Male,8.96,4.85,53.00,15.00,,,,
Martes melampus,Martes melampus,Martes melampus,Honshu,native,Mustelidae,Martes,Male,9.16,4.85,35.02,133.75,,,,
Martes melampus,Martes melampus,Martes melampus,Honshu,native,Mustelidae,Martes,Male,NA,4.85,35.80,137.23,,,,
Mydaus javanensis,Mydaus javanensis,Mydaus javanensis,Java,native,Mephitidae,Mydaus,Male,5.79,4.85,-6.70,106.73,,,,
Paradoxurus hermaphroditus,Paradoxurus hermaphroditus,Paradoxurus hermaphroditus,Sumatra,native,Viverridae,Paradoxurus,Female,6.99,4.85,4.00,96.50,,,,
Paradoxurus hermaphroditus,Paradoxurus hermaphroditus,Paradoxurus hermaphroditus,Terutau,native,Viverridae,Paradoxurus,Female,7.26,4.85,6.75,99.67,,,,
Paradoxurus hermaphroditus,Paradoxurus hermaphroditus,Paradoxurus hermaphroditus,Palawan,native,Viverridae,Paradoxurus,Male,7.29,4.85,10.05,119.18,,,,
Paradoxurus hermaphroditus,Paradoxurus hermaphroditus,Paradoxurus hermaphroditus,Palawan,native,Viverridae,Paradoxurus,Male,8.15,4.85,9.73,118.72,,,,
Paradoxurus hermaphroditus,Paradoxurus hermaphroditus,Paradoxurus hermaphroditus,Simeulue,native,Viverridae,Paradoxurus,Male,8.22,4.85,2.58,96.00,,,,
Paradoxurus hermaphroditus,Paradoxurus hermaphroditus,Paradoxurus hermaphroditus,Hainan,native,Viverridae,Paradoxurus,Male,8.98,4.85,19.52,109.55,,,,
Prionailurus planiceps,Prionailurus planiceps,Prionailurus planiceps,Borneo,native,Felidae,Prionailurus,Male,10.98,4.85,2.17,117.00,,,,
Urocyon cinereoargenteus,Urocyon cinereoargenteus,Urocyon cinereoargenteus,Baja California,native,Canidae,Urocyon,Female,9.82,4.85,32.33,-117.03,,,,
Urocyon cinereoargenteus,Urocyon cinereoargenteus,Urocyon cinereoargenteus,Georgia,native,Canidae,Urocyon,Male,10.35,4.85,30.83,-83.98,,,,
Viverra tangalunga,Viverra tangalunga,Viverra tangalunga,Borneo,native,Viverridae,Viverra,Male,10.30,4.85,5.50,117.50,,,,
Viverra tangalunga,Viverra tangalunga,Viverra tangalunga,Borneo,native,Viverridae,Viverra,Female,10.85,4.85,0.83,109.50,,,,
Viverra tangalunga,Viverra tangalunga,Viverra tangalunga,Bawal,native,Viverridae,Viverra,Female,NA,4.85,-2.72,110.08,,,,
Aonyx cinerea,Amblonyx cinereus,Aonyx cinerea,Java,native,Mustelidae,Aonyx,Female,11.25,4.86,-6.77,108.55,,,,
Arctogalidia trivirgata,Arctogalidia trivirgata,Arctogalidia trivirgata,Laos,native,Viverridae,Arctogalidia,Female,NA,4.86,15.43,106.38,,,,
Felis chaus,Felis chaus,Felis chaus,Pakistan,native,Felidae,Felis,Female,12.00,4.86,30.32,71.92,,,,
Felis silvestris,Felis silvestris,Felis silvestris,Sardinia,native,Felidae,Felis,Male,11.34,4.86,40.00,9.32,,,,
Herpestes brachyurus,Herpestes brachyurus,Herpestes brachyurus,Sumatra,native,Herpestidae,Herpestes,Female,8.62,4.86,3.58,98.67,,,,
Martes americana,Martes americana,Martes americana,Vancouver Island,native,Mustelidae,Martes,Male,8.50,4.86,50.50,-127.85,,,,
Martes americana,Martes americana,Martes americana,Moresby,native,Mustelidae,Martes,Male,8.89,4.86,53.25,-131.82,,,,
Martes martes,Martes martes,Martes martes,Switzerland,native,Mustelidae,Martes,Male,8.24,4.86,46.92,9.35,,,,
Martes martes,Martes martes,Martes martes,Spain,native,Mustelidae,Martes,Male,8.90,4.86,43.00,-7.57,,,,
Martes melampus,Martes melampus,Martes melampus,Honshu,native,Mustelidae,Martes,Male,9.32,4.86,35.80,137.23,,,,
Mephitis mephitis,Mephitis mephitis,Mephitis mephitis,Washington,native,Mephitidae,Mephitis,Male,7.71,4.86,46.15,-122.33,,,,
Mustela vison,Mustela vison,Neovison vison,Baranof,native,Mustelidae,Neovison,Male,8.44,4.86,56.75,-135.17,,,,
Nyctereutes procyonoides,Nyctereutes procyonoides,Nyctereutes procyonoides,Honshu,native,Canidae,Nyctereutes,Male,10.06,4.86,35.92,136.83,,,,
Paradoxurus hermaphroditus,Paradoxurus hermaphroditus,Paradoxurus hermaphroditus,Negros,native,Viverridae,Paradoxurus,Male,8.00,4.86,9.32,123.30,,,,
Paradoxurus hermaphroditus,Paradoxurus hermaphroditus,Paradoxurus hermaphroditus,Wetar,native,Viverridae,Paradoxurus,Female,8.23,4.86,-7.80,126.00,,,,
Paradoxurus hermaphroditus,Paradoxurus hermaphroditus,Paradoxurus hermaphroditus,Sumatra,native,Viverridae,Paradoxurus,Male,NA,4.86,4.15,98.20,,,,
Paradoxurus hermaphroditus,Paradoxurus hermaphroditus,Paradoxurus hermaphroditus,Burma,native,Viverridae,Paradoxurus,Female,NA,4.86,16.98,96.42,,,,
Potos flavus,Potos flavus,Potos flavus,Campeche,native,Procyonidae,Potos,Female,NA,4.86,19.52,-89.75,,,,
Lycalopex griseus,Pseudalopex griseus,Lycalopex griseus,Argentina,native,Canidae,Lycalopex,Female,10.96,4.86,-51.60,-69.20,,,,
Urocyon cinereoargenteus,Urocyon cinereoargenteus,Urocyon cinereoargenteus,California,native,Canidae,Urocyon,Male,8.96,4.86,34.27,-117.50,,,,
Urocyon cinereoargenteus,Urocyon cinereoargenteus,Urocyon cinereoargenteus,Baja California,native,Canidae,Urocyon,Male,9.21,4.86,23.13,-109.68,,,,
Urocyon littoralis,Urocyon littoralis,Urocyon littoralis,San Miguel,native,Canidae,Urocyon,Female,9.20,4.86,34.03,-120.37,,,,
Urocyon littoralis,Urocyon littoralis,Urocyon littoralis,Santa Rosa,native,Canidae,Urocyon,Male,9.43,4.86,33.97,-120.10,,,,
Vulpes macrotis,Vulpes velox,Vulpes macrotis,Arizona,native,Canidae,Vulpes,Female,9.68,4.86,33.52,-112.02,,,,
Aonyx cinerea,Amblonyx cinereus,Aonyx cinerea,Java,native,Mustelidae,Aonyx,Male,10.92,4.87,-6.70,106.73,,,,
Aonyx cinerea,Amblonyx cinereus,Aonyx cinerea,Java,native,Mustelidae,Aonyx,Male,11.59,4.87,-7.25,110.00,,,,
Felis silvestris,Felis silvestris,Felis silvestris,Germany,native,Felidae,Felis,Female,10.12,4.87,51.72,11.30,,,,
Felis silvestris,Felis silvestris,Felis silvestris,Belgium,native,Felidae,Felis,Female,10.56,4.87,49.55,5.53,,,,
Martes melampus,Martes melampus,Martes melampus,Honshu,native,Mustelidae,Martes,Male,9.35,4.87,35.80,137.23,,,,
Nasua narica,Nasua narica,Nasua narica,Belize,native,Procyonidae,Nasua,Female,6.76,4.87,17.25,-88.75,,,,
Nasuella olivacea,Nasuella olivacea,Nasuella olivacea,Colombia,native,Procyonidae,Nasuella,Female,4.25,4.87,4.57,-74.08,,,,
Nyctereutes procyonoides,Nyctereutes procyonoides,Nyctereutes procyonoides,Honshu,native,Canidae,Nyctereutes,Female,10.12,4.87,35.80,137.23,,,,
Paradoxurus hermaphroditus,Paradoxurus hermaphroditus,Paradoxurus hermaphroditus,Balabac,native,Viverridae,Paradoxurus,Female,7.25,4.87,7.90,117.07,,,,
Paradoxurus hermaphroditus,Paradoxurus hermaphroditus,Paradoxurus hermaphroditus,Borneo,native,Viverridae,Paradoxurus,Male,7.41,4.87,5.83,118.12,,,,
Paradoxurus hermaphroditus,Paradoxurus hermaphroditus,Paradoxurus hermaphroditus,Burma,native,Viverridae,Paradoxurus,Male,7.84,4.87,10.15,98.60,,,,
Paradoxurus hermaphroditus,Paradoxurus hermaphroditus,Paradoxurus hermaphroditus,Bangka,native,Viverridae,Paradoxurus,Female,NA,4.87,-2.25,106.00,,,,
Paradoxurus hermaphroditus,Paradoxurus hermaphroditus,Paradoxurus hermaphroditus,Sumatra,native,Viverridae,Paradoxurus,Female,NA,4.87,1.17,102.00,,,,
Prionailurus bengalensis,Prionailurus bengalensis,Prionailurus bengalensis,Hainan,native,Felidae,Prionailurus,Male,10.23,4.87,19.52,109.55,,,,
Lycalopex sechurae,Pseudalopex sechurae,Lycalopex sechurae,Ecuador,native,Canidae,Lycalopex,Male,9.95,4.87,-4.02,-79.75,,,,
Urocyon cinereoargenteus,Urocyon cinereoargenteus,Urocyon cinereoargenteus,Florida,native,Canidae,Urocyon,Female,9.70,4.87,29.28,-82.33,,,,
Urocyon cinereoargenteus,Urocyon cinereoargenteus,Urocyon cinereoargenteus,Georgia,native,Canidae,Urocyon,Male,10.67,4.87,32.58,-84.55,,,,
Urocyon cinereoargenteus,Urocyon cinereoargenteus,Urocyon cinereoargenteus,California,native,Canidae,Urocyon,Male,10.78,4.87,35.28,-120.65,,,,
Urocyon cinereoargenteus,Urocyon cinereoargenteus,Urocyon cinereoargenteus,Sinaloa,native,Canidae,Urocyon,Female,NA,4.87,23.00,-105.87,,,,
Urocyon littoralis,Urocyon littoralis,Urocyon littoralis,San Miguel,native,Canidae,Urocyon,Male,9.12,4.87,34.03,-120.37,,,,
Viverra tangalunga,Viverra tangalunga,Viverra tangalunga,Halmaheira,native,Viverridae,Viverra,Male,10.54,4.87,1.00,128.00,,,,
Viverricula indica,Viverricula indica,Viverricula indica,China,native,Viverridae,Viverricula,Male,9.13,4.87,25.72,119.35,,,,
Aonyx cinerea,Amblonyx cinereus,Aonyx cinerea,Malaya,native,Mustelidae,Aonyx,Male,10.56,4.88,3.22,101.32,,,,
Felis silvestris,Felis silvestris,Felis silvestris,Israel,native,Felidae,Felis,Male,11.04,4.88,31.33,34.40,,,,
Felis margarita,Felis margarita,Felis margarita,Yemen,native,Felidae,Felis,Male,10.97,4.88,14.80,45.73,,,,
Martes americana,Martes americana,Martes americana,Labrador,native,Mustelidae,Martes,Male,7.96,4.88,53.60,-64.32,,,,
Martes americana,Martes americana,Martes americana,Washington,native,Mustelidae,Martes,Male,8.83,4.88,46.02,-121.55,,,,
Martes flavigula,Martes flavigula,Martes flavigula,Java,native,Mustelidae,Martes,Male,8.88,4.88,-6.90,109.62,,,,
Martes melampus,Martes melampus,Martes melampus,Honshu,native,Mustelidae,Martes,Male,NA,4.88,35.80,137.23,,,,
Mustela eversmannii,Mustela eversmannii,Mustela eversmannii,China,native,Mustelidae,Mustela,Male,8.14,4.88,48.98,117.97,,,,
Paradoxurus hermaphroditus,Paradoxurus hermaphroditus,Paradoxurus hermaphroditus,Malaya,native,Viverridae,Paradoxurus,Female,9.07,4.88,4.77,100.77,,,,
Procyon lotor,Procyon lotor,Procyon lotor,Lower Matecumbe Key,native,Procyonidae,Procyon,Female,7.59,4.88,24.85,-80.73,,,,
Urocyon cinereoargenteus,Urocyon cinereoargenteus,Urocyon cinereoargenteus,California,native,Canidae,Urocyon,Female,8.98,4.88,33.75,-116.67,,,,
Urocyon cinereoargenteus,Urocyon cinereoargenteus,Urocyon cinereoargenteus,New York,native,Canidae,Urocyon,Female,9.82,4.88,43.98,-75.62,,,,
Urocyon cinereoargenteus,Urocyon cinereoargenteus,Urocyon cinereoargenteus,Georgia,native,Canidae,Urocyon,Male,10.41,4.88,30.83,-83.98,,,,
Urocyon cinereoargenteus,Urocyon cinereoargenteus,Urocyon cinereoargenteus,Baja California,native,Canidae,Urocyon,Male,10.89,4.88,30.75,-115.22,,,,
Urocyon cinereoargenteus,Urocyon cinereoargenteus,Urocyon cinereoargenteus,Florida,native,Canidae,Urocyon,Female,NA,4.88,27.33,-81.05,,,,
Viverra tangalunga,Viverra tangalunga,Viverra tangalunga,Rupat,native,Viverridae,Viverra,Female,10.82,4.88,1.90,101.57,,,,
Viverricula indica,Viverricula indica,Viverricula indica,Thailand,native,Viverridae,Viverricula,Male,7.80,4.88,7.55,99.60,,,,
Aonyx cinerea,Amblonyx cinereus,Aonyx cinerea,Palawan,native,Mustelidae,Aonyx,Male,10.59,4.89,9.73,118.73,,,,
Arctogalidia trivirgata,Arctogalidia trivirgata,Arctogalidia trivirgata,Malaya,native,Viverridae,Arctogalidia,Female,5.40,4.89,3.28,101.75,,,,
Conepatus semistriatus,Conepatus semistriatus,Conepatus semistriatus,Yucatan,native,Mephitidae,Conepatus,Male,7.67,4.89,21.15,-88.15,,,,
Felis chaus,Felis chaus,Felis chaus,India,native,Felidae,Felis,Female,10.56,4.89,32.10,76.33,,,,
Prionailurus iriomotensis,Prionailurus bengalensis,Prionailurus iriomotensis,Iriomoto,native,Felidae,Prionailurus,Male,11.08,4.89,24.33,123.83,,,,
Galidictis fasciata,Galidictis fasciata,Galidictis fasciata,Madagascar,native,Eupleridae,Galidictis,Male,6.60,4.89,-22.52,46.95,,,,
Herpestes brachyurus,Herpestes brachyurus,Herpestes brachyurus,Sumatra,native,Herpestidae,Herpestes,Female,8.53,4.89,3.58,98.67,,,,
Herpestes ichneumon,Herpestes ichneumon,Herpestes ichneumon,Israel,native,Herpestidae,Herpestes,Female,9.07,4.89,31.72,35.10,,,,
Herpestes ichneumon,Herpestes ichneumon,Herpestes ichneumon,Israel,native,Herpestidae,Herpestes,Male,9.28,4.89,32.48,35.55,,,,
Lutra lutra,Lutra lutra,Lutra lutra,Sri Lanka,native,Mustelidae,Lutra,Female,NA,4.89,7.82,80.83,,,,
Martes americana,Martes americana,Martes americana,Admiralty,native,Mustelidae,Martes,Male,9.13,4.89,57.58,-134.30,,,,
Martes americana,Martes americana,Martes americana,Labrador,native,Mustelidae,Martes,Male,9.14,4.89,51.52,-56.82,,,,
Martes melampus,Martes melampus,Martes melampus,Honshu,native,Mustelidae,Martes,Male,9.03,4.89,35.80,137.23,,,,
Nasua narica,Nasua narica,Nasua narica,Venezuela,native,Procyonidae,Nasua,Female,7.47,4.89,7.23,-65.17,,,,
Paguma larvata,Paguma larvata,Paguma larvata,Taiwan,native,Viverridae,Paguma,Female,6.72,4.89,24.23,120.82,,,,
Paradoxurus hermaphroditus,Paradoxurus hermaphroditus,Paradoxurus hermaphroditus,Malaya,native,Viverridae,Paradoxurus,Female,8.54,4.89,2.67,103.62,,,,
Potos flavus,Potos flavus,Potos flavus,Campeche,native,Procyonidae,Potos,Male,4.03,4.89,18.62,-90.72,,,,
Prionailurus bengalensis,Prionailurus bengalensis,Prionailurus bengalensis,Vietnam,native,Felidae,Prionailurus,Male,10.27,4.89,21.67,103.07,,,,
Urocyon cinereoargenteus,Urocyon cinereoargenteus,Urocyon cinereoargenteus,New York,native,Canidae,Urocyon,Female,10.38,4.89,41.33,-73.98,,,,
Urocyon cinereoargenteus,Urocyon cinereoargenteus,Urocyon cinereoargenteus,Florida,native,Canidae,Urocyon,Female,NA,4.89,27.23,-81.40,,,,
Urocyon littoralis,Urocyon littoralis,Urocyon littoralis,San Miguel,native,Canidae,Urocyon,Male,NA,4.89,34.03,-120.37,,,,
Viverra tangalunga,Viverra tangalunga,Viverra tangalunga,Luzon,native,Viverridae,Viverra,Female,10.80,4.89,13.67,123.38,,,,
Martes martes,Martes martes,Martes martes,Denmark (Jutland),native,Mustelidae,Martes,Male,8.76,4.90,55.45,9.60,,,,
Alopex lagopus,Alopex lagopus,Vulpes lagopus,Greenland,native,Canidae,Vulpes,Female,10.49,4.90,70.48,-21.98,,,,
Aonyx cinerea,Amblonyx cinereus,Aonyx cinerea,Borneo,native,Mustelidae,Aonyx,Female,11.26,4.90,5.50,117.50,,,,
Arctogalidia trivirgata,Arctogalidia trivirgata,Arctogalidia trivirgata,Borneo,native,Viverridae,Arctogalidia,Female,5.83,4.90,5.98,116.53,,,,
Felis chaus,Felis chaus,Felis chaus,Nepal,native,Felidae,Felis,Female,12.42,4.90,28.00,84.63,,,,
Felis silvestris,Felis silvestris,Felis silvestris,Golan Heights,native,Felidae,Felis,Female,9.91,4.90,33.17,35.75,,,,
Felis silvestris,Felis silvestris,Felis silvestris,Turkey,native,Felidae,Felis,Male,11.64,4.90,40.78,39.62,,,,
Herpestes ichneumon,Herpestes ichneumon,Herpestes ichneumon,Ethiopia,native,Herpestidae,Herpestes,Male,9.70,4.90,11.08,37.25,,,,
Herpestes urva,Herpestes urva,Herpestes urva,Burma,native,Herpestidae,Herpestes,Female,8.65,4.90,21.33,95.10,,,,
Ichneumia albicauda,Ichneumia albicauda,Ichneumia albicauda,Kenya,native,Herpestidae,Ichneumia,Male,7.26,4.90,1.07,38.67,,,,
Martes americana,Martes americana,Martes americana,Vancouver Island,native,Mustelidae,Martes,Male,8.19,4.90,50.50,-127.85,,,,
Martes americana,Martes americana,Martes americana,Vancouver Island,native,Mustelidae,Martes,Male,8.73,4.90,49.37,-124.50,,,,
Martes flavigula,Martes flavigula,Martes flavigula,Vietnam,native,Mustelidae,Martes,Female,8.68,4.90,21.13,105.50,,,,
Martes flavigula,Martes flavigula,Martes flavigula,Thailand,native,Mustelidae,Martes,Female,8.71,4.90,7.55,99.60,,,,
Martes martes,Martes martes,Martes martes,Bulgaria,native,Mustelidae,Martes,Male,8.47,4.90,42.22,24.00,,,,
Martes martes,Martes martes,Martes martes,Belgium,native,Mustelidae,Martes,Male,8.70,4.90,49.52,5.48,,,,
Martes martes,Martes martes,Martes martes,Ireland,native,Mustelidae,Martes,Male,8.89,4.90,53.20,-8.57,,,,
Paradoxurus hermaphroditus,Paradoxurus hermaphroditus,Paradoxurus hermaphroditus,Borneo,native,Viverridae,Paradoxurus,Male,7.27,4.90,1.00,118.00,,,,
Paradoxurus hermaphroditus,Paradoxurus hermaphroditus,Paradoxurus hermaphroditus,Java,native,Viverridae,Paradoxurus,Female,8.93,4.90,-7.25,112.75,,,,
Prionailurus bengalensis,Prionailurus bengalensis,Prionailurus bengalensis,China,native,Felidae,Prionailurus,Female,10.52,4.90,30.82,108.68,,,,
Lycalopex griseus,Pseudalopex griseus,Lycalopex griseus,Chile,native,Canidae,Lycalopex,Female,11.58,4.90,-39.82,-72.45,,,,
Lycalopex griseus,Pseudalopex griseus,Lycalopex griseus,Argentina,native,Canidae,Lycalopex,Male,12.19,4.90,-45.92,-71.25,,,,
Urocyon cinereoargenteus,Urocyon cinereoargenteus,Urocyon cinereoargenteus,El Salvador,native,Canidae,Urocyon,Female,9.61,4.90,13.77,-88.22,,,,
Urocyon cinereoargenteus,Urocyon cinereoargenteus,Urocyon cinereoargenteus,Georgia,native,Canidae,Urocyon,Female,10.36,4.90,30.83,-83.98,,,,
Viverra tangalunga,Viverra tangalunga,Viverra tangalunga,Culion,native,Viverridae,Viverra,Female,10.59,4.90,11.88,120.02,,,,
Aonyx cinerea,Amblonyx cinereus,Aonyx cinerea,Sumatra,native,Mustelidae,Aonyx,Male,11.15,4.91,2.95,98.00,,,,
Arctogalidia trivirgata,Arctogalidia trivirgata,Arctogalidia trivirgata,Domel,native,Viverridae,Arctogalidia,Female,5.07,4.91,11.65,98.67,,,,
Arctogalidia trivirgata,Arctogalidia trivirgata,Arctogalidia trivirgata,Malaya,native,Viverridae,Arctogalidia,Female,5.45,4.91,3.53,101.92,,,,
Cynogale bennettii,Cynogale bennettii,Cynogale bennettii,Borneo,native,Viverridae,Cynogale,Female,8.63,4.91,-1.07,110.05,,,,
Felis silvestris,Felis silvestris,Felis silvestris,Israel,native,Felidae,Felis,Female,10.61,4.91,32.55,35.43,,,,
Felis silvestris,Felis silvestris,Felis silvestris,Germany,native,Felidae,Felis,Female,10.65,4.91,51.15,9.85,,,,
Fossa fossana,Fossa fossana,Fossa fossana,Madagascar,native,Eupleridae,Fossa,Male,7.98,4.91,-19.60,46.05,,,,
Leopardus wiedii,Leopardus wiedii,Leopardus wiedii,Brazil,native,Felidae,Leopardus,Male,9.52,4.91,-10.73,-37.82,,,,
Martes americana,Martes americana,Martes americana,Mitkof,native,Mustelidae,Martes,Male,8.40,4.91,56.75,-132.87,,,,
Martes americana,Martes americana,Martes americana,Alaska,native,Mustelidae,Martes,Male,8.49,4.91,59.53,-139.72,,,,
Martes americana,Martes americana,Martes americana,North Western Teritorries,native,Mustelidae,Martes,Male,8.67,4.91,67.70,-134.53,,,,
Martes americana,Martes americana,Martes americana,Moresby,native,Mustelidae,Martes,Male,8.80,4.91,53.25,-131.82,,,,
Martes americana,Martes americana,Martes americana,Graham,native,Mustelidae,Martes,Male,9.34,4.91,54.02,-132.10,,,,
Martes martes,Martes martes,Martes martes,Poland,native,Mustelidae,Martes,Male,8.24,4.91,50.75,16.00,,,,
Martes martes,Martes martes,Martes martes,Austria,native,Mustelidae,Martes,Male,9.00,4.91,47.42,15.27,,,,
Martes melampus,Martes melampus,Martes melampus,Honshu,native,Mustelidae,Martes,Male,9.44,4.91,35.80,137.23,,,,
Nyctereutes procyonoides,Nyctereutes procyonoides,Nyctereutes procyonoides,Honshu,native,Canidae,Nyctereutes,Male,9.63,4.91,35.80,137.23,,,,
Paradoxurus hermaphroditus,Paradoxurus hermaphroditus,Paradoxurus hermaphroditus,Vietnam,native,Viverridae,Paradoxurus,Male,7.47,4.91,16.10,108.28,,,,
Paradoxurus hermaphroditus,Paradoxurus hermaphroditus,Paradoxurus hermaphroditus,Con Son,native,Viverridae,Paradoxurus,Male,8.28,4.91,8.72,106.60,,,,
Pardofelis marmorata,Pardofelis marmorata,Pardofelis marmorata,Burma,native,Felidae,Prionailurus,Female,11.37,4.91,27.87,97.95,,,,
Prionailurus bengalensis,Prionailurus bengalensis,Prionailurus bengalensis,Thailand,native,Felidae,Prionailurus,Male,10.44,4.91,11.82,99.80,,,,
Lycalopex griseus,Pseudalopex griseus,Lycalopex griseus,Chile,native,Canidae,Lycalopex,Female,11.09,4.91,-41.17,-72.28,,,,
Urocyon cinereoargenteus,Urocyon cinereoargenteus,Urocyon cinereoargenteus,California,native,Canidae,Urocyon,Male,NA,4.91,34.40,-119.25,,,,
Vulpes rueppelli,Vulpes rueppelli,Vulpes rueppelli,Niger,native,Canidae,Vulpes,Male,10.79,4.91,17.50,8.50,,,,
Vulpes vulpes,Vulpes vulpes,Vulpes vulpes,Saudi Arabia,native,Canidae,Vulpes,Female,10.83,4.91,19.13,41.08,,,,
Aonyx cinerea,Amblonyx cinereus,Aonyx cinerea,Java,native,Mustelidae,Aonyx,Male,11.03,4.92,-6.77,108.55,,,,
Felis silvestris,Felis silvestris,Felis silvestris,Sardinia,native,Felidae,Felis,Male,10.94,4.92,39.90,8.60,,,,
Felis margarita,Felis margarita,Felis margarita,Sinai,native,Felidae,Felis,Male,10.84,4.92,30.25,32.92,,,,
Felis silvestris,Felis silvestris,Felis silvestris,Azerbaijan,native,Felidae,Felis,Male,11.60,4.92,39.50,48.50,,,,
Lutra lutra,Lutra lutra,Lutra lutra,Vietnam,native,Mustelidae,Lutra,Female,11.12,4.92,16.47,107.60,,,,
Martes americana,Martes americana,Martes americana,Vancouver Island,native,Mustelidae,Martes,Male,8.26,4.92,50.50,-127.85,,,,
Martes americana,Martes americana,Martes americana,Moresby,native,Mustelidae,Martes,Male,8.81,4.92,52.83,-132.00,,,,
Martes americana,Martes americana,Martes americana,Moresby,native,Mustelidae,Martes,Male,8.91,4.92,52.83,-132.00,,,,
Martes flavigula,Martes flavigula,Martes flavigula,Thailand,native,Mustelidae,Martes,Female,9.16,4.92,7.55,99.60,,,,
Mephitis mephitis,Mephitis mephitis,Mephitis mephitis,Washington,native,Mephitidae,Mephitis,Male,7.96,4.92,46.15,-122.33,,,,
Nandinia binotata,Nandinia binotata,Nandinia binotata,Tanzania,native,Nandiniidae,Nandinia,Female,6.95,4.92,-4.32,29.40,,,,
Nyctereutes procyonoides,Nyctereutes procyonoides,Nyctereutes procyonoides,Kyushu,native,Canidae,Nyctereutes,Male,9.00,4.92,31.90,131.43,,,,
Nyctereutes procyonoides,Nyctereutes procyonoides,Nyctereutes procyonoides,Honshu,native,Canidae,Nyctereutes,Male,9.44,4.92,35.00,138.00,,,,
Nyctereutes procyonoides,Nyctereutes procyonoides,Nyctereutes procyonoides,Kyushu,native,Canidae,Nyctereutes,Male,9.51,4.92,31.90,131.43,,,,
Nyctereutes procyonoides,Nyctereutes procyonoides,Nyctereutes procyonoides,Honshu,native,Canidae,Nyctereutes,Male,9.85,4.92,35.80,137.23,,,,
Nyctereutes procyonoides,Nyctereutes procyonoides,Nyctereutes procyonoides,Honshu,native,Canidae,Nyctereutes,Male,10.10,4.92,35.80,137.23,,,,
Paradoxurus hermaphroditus,Paradoxurus hermaphroditus,Paradoxurus hermaphroditus,Mindanao,native,Viverridae,Paradoxurus,Male,8.14,4.92,7.38,125.83,,,,
Paradoxurus hermaphroditus,Paradoxurus hermaphroditus,Paradoxurus hermaphroditus,Vietnam,native,Viverridae,Paradoxurus,Male,8.71,4.92,21.45,105.63,,,,
Prionailurus bengalensis,Prionailurus bengalensis,Prionailurus bengalensis,Thailand,native,Felidae,Prionailurus,Male,10.08,4.92,15.62,100.28,,,,
Urocyon cinereoargenteus,Urocyon cinereoargenteus,Urocyon cinereoargenteus,Georgia,native,Canidae,Urocyon,Male,9.28,4.92,31.77,-84.25,,,,
Urocyon cinereoargenteus,Urocyon cinereoargenteus,Urocyon cinereoargenteus,Florida,native,Canidae,Urocyon,Male,9.39,4.92,27.42,-81.30,,,,
Urocyon cinereoargenteus,Urocyon cinereoargenteus,Urocyon cinereoargenteus,Florida,native,Canidae,Urocyon,Male,10.64,4.92,27.23,-81.40,,,,
Urocyon cinereoargenteus,Urocyon cinereoargenteus,Urocyon cinereoargenteus,California,native,Canidae,Urocyon,Male,NA,4.92,34.98,-119.18,,,,
