Species,MSW2,MSW3,Country,native,Family,Genus,sex,PM4,CsupL,Lat,Long,,,,
Mustela erminea,Mustela erminea,Mustela erminea,Minnesota,native,Mustelidae,Mustela,Male,4.33,1.77,45.32,-93.08,,,,
Mustela erminea,Mustela erminea,Mustela erminea,Maine,native,Mustelidae,Mustela,Male,4.38,1.77,44.57,-68.80,,,,
Mustela erminea,Mustela erminea,Mustela erminea,Maine,native,Mustelidae,Mustela,Male,4.39,1.77,45.75,-69.33,,,,
Mustela erminea,Mustela erminea,Mustela erminea,Minnesota,native,Mustelidae,Mustela,Male,4.44,1.77,45.42,-93.20,,,,
Mustela erminea,Mustela erminea,Mustela erminea,Mitkof,native,Mustelidae,Mustela,Male,4.44,1.77,56.67,-132.83,,,,
Mustela erminea,Mustela erminea,Mustela erminea,Minnesota,native,Mustelidae,Mustela,Female,4.53,1.77,45.32,-93.08,,,,
Mustela frenata,Mustela frenata,Mustela frenata,British Columbia,native,Mustelidae,Mustela,Female,4.46,1.77,50.23,-119.35,,,,
Mustela frenata,Mustela frenata,Mustela frenata,California,native,Mustelidae,Mustela,Female,4.71,1.77,41.57,-120.25,,,,
Mustela frenata,Mustela frenata,Mustela frenata,California,native,Mustelidae,Mustela,Female,4.71,1.77,41.57,-120.25,,,,
Mustela nivalis,Mustela nivalis,Mustela nivalis,Britain,native,Mustelidae,Mustela,Male,3.56,1.77,52.55,-0.82,,,,
Mustela nivalis,Mustela nivalis,Mustela nivalis,Britain,native,Mustelidae,Mustela,Male,3.63,1.77,52.20,-0.12,,,,
Mustela nivalis,Mustela nivalis,Mustela nivalis,Sweden,native,Mustelidae,Mustela,Male,3.87,1.77,57.90,13.02,,,,
Mustela nivalis,Mustela nivalis,Mustela nivalis,Sweden,native,Mustelidae,Mustela,Male,3.89,1.77,55.70,13.53,,,,
Mustela nivalis,Mustela nivalis,Mustela nivalis,Belgium,native,Mustelidae,Mustela,Male,3.90,1.77,50.30,5.47,,,,
Mustela nivalis,Mustela nivalis,Mustela nivalis,Britain,native,Mustelidae,Mustela,Male,3.91,1.77,57.40,-2.22,,,,
Mustela nivalis,Mustela nivalis,Mustela nivalis,Belgium,native,Mustelidae,Mustela,Male,3.93,1.77,50.82,4.43,,,,
Mustela nivalis,Mustela nivalis,Mustela nivalis,Britain,native,Mustelidae,Mustela,Male,4.02,1.77,52.55,-0.82,,,,
Mustela nivalis,Mustela nivalis,Mustela nivalis,Belgium,native,Mustelidae,Mustela,Male,4.05,1.77,50.42,5.00,,,,
Mustela nivalis,Mustela nivalis,Mustela nivalis,Belgium,native,Mustelidae,Mustela,Male,4.09,1.77,50.82,4.43,,,,
Mustela nivalis,Mustela nivalis,Mustela nivalis,Morocco,native,Mustelidae,Mustela,Female,4.16,1.77,33.95,-6.45,,,,
Mustela nivalis,Mustela nivalis,Mustela nivalis,Netherlands,native,Mustelidae,Mustela,Male,4.16,1.77,51.55,4.15,,,,
Mustela nivalis,Mustela nivalis,Mustela nivalis,Switzerland,native,Mustelidae,Mustela,Male,4.16,1.77,46.33,8.75,,,,
Mustela nivalis,Mustela nivalis,Mustela nivalis,Belgium,native,Mustelidae,Mustela,Male,4.17,1.77,51.20,3.82,,,,
Mustela nivalis,Mustela nivalis,Mustela nivalis,Britain,native,Mustelidae,Mustela,Male,4.23,1.77,51.83,-1.25,,,,
Mustela nivalis,Mustela nivalis,Mustela nivalis,Britain,native,Mustelidae,Mustela,Male,4.24,1.77,51.88,0.57,,,,
Mustela nivalis,Mustela nivalis,Mustela nivalis,Belgium,native,Mustelidae,Mustela,Male,NA,1.77,50.30,5.47,,,,
Mustela nivalis,Mustela nivalis,Mustela nivalis,Italy,native,Mustelidae,Mustela,Female,4.18,1.78,44.10,8.23,,,,
Mustela erminea,Mustela erminea,Mustela erminea,British Columbia,native,Mustelidae,Mustela,Male,3.49,1.78,53.92,-122.75,,,,
Mustela erminea,Mustela erminea,Mustela erminea,Ireland,native,Mustelidae,Mustela,Female,4.02,1.78,54.65,-5.70,,,,
Mustela erminea,Mustela erminea,Mustela erminea,Vermont,native,Mustelidae,Mustela,Male,4.02,1.78,43.73,-72.62,,,,
Mustela erminea,Mustela erminea,Mustela erminea,Cape Breton,native,Mustelidae,Mustela,Male,4.06,1.78,46.88,-60.52,,,,
Mustela erminea,Mustela erminea,Mustela erminea,Maine,native,Mustelidae,Mustela,Male,4.08,1.78,43.93,-69.98,,,,
Mustela erminea,Mustela erminea,Mustela erminea,Minnesota,native,Mustelidae,Mustela,Male,4.15,1.78,45.32,-93.57,,,,
Mustela erminea,Mustela erminea,Mustela erminea,Alaska,native,Mustelidae,Mustela,Male,4.18,1.78,57.60,-133.35,,,,
Mustela erminea,Mustela erminea,Mustela erminea,New Hampshire,native,Mustelidae,Mustela,Male,4.19,1.78,43.68,-71.12,,,,
Mustela erminea,Mustela erminea,Mustela erminea,Ireland,native,Mustelidae,Mustela,Female,4.20,1.78,54.65,-5.70,,,,
Mustela erminea,Mustela erminea,Mustela erminea,Labrador,native,Mustelidae,Mustela,Male,4.26,1.78,53.55,-57.37,,,,
Mustela erminea,Mustela erminea,Mustela erminea,Belgium,native,Mustelidae,Mustela,Female,4.27,1.78,50.30,5.47,,,,
Mustela erminea,Mustela erminea,Mustela erminea,Maine,native,Mustelidae,Mustela,Male,4.30,1.78,46.22,-69.30,,,,
Mustela erminea,Mustela erminea,Mustela erminea,Ireland,native,Mustelidae,Mustela,Female,4.32,1.78,52.57,-8.90,,,,
Mustela erminea,Mustela erminea,Mustela erminea,Maine,native,Mustelidae,Mustela,Male,4.34,1.78,44.73,-67.38,,,,
Mustela erminea,Mustela erminea,Mustela erminea,New York,native,Mustelidae,Mustela,Male,4.34,1.78,44.70,-75.48,,,,
Mustela erminea,Mustela erminea,Mustela erminea,Maine,native,Mustelidae,Mustela,Male,4.39,1.78,43.92,-69.97,,,,
Mustela erminea,Mustela erminea,Mustela erminea,Ireland,native,Mustelidae,Mustela,Female,4.41,1.78,54.62,-6.20,,,,
Mustela erminea,Mustela erminea,Mustela erminea,Prince of Wales,native,Mustelidae,Mustela,Male,4.41,1.78,55.48,-133.15,,,,
Mustela erminea,Mustela erminea,Mustela erminea,Maine,native,Mustelidae,Mustela,Male,4.50,1.78,45.87,-68.42,,,,
Mustela erminea,Mustela erminea,Mustela erminea,Minnesota,native,Mustelidae,Mustela,Male,4.54,1.78,45.28,-93.23,,,,
Mustela erminea,Mustela erminea,Mustela erminea,Maine,native,Mustelidae,Mustela,Male,4.56,1.78,45.37,-68.50,,,,
Mustela erminea,Mustela erminea,Mustela erminea,Alaska,native,Mustelidae,Mustela,Female,4.72,1.78,56.30,-158.38,,,,
Mustela erminea,Mustela erminea,Mustela erminea,Belgium,native,Mustelidae,Mustela,Female,4.74,1.78,50.30,5.47,,,,
Mustela erminea,Mustela erminea,Mustela erminea,Alaska,native,Mustelidae,Mustela,Female,5.45,1.78,65.42,-146.98,,,,
Mustela frenata,Mustela frenata,Mustela frenata,Washington,native,Mustelidae,Mustela,Female,4.33,1.78,46.02,-121.55,,,,
Mustela frenata,Mustela frenata,Mustela frenata,Michigan,native,Mustelidae,Mustela,Female,4.40,1.78,42.17,-83.78,,,,
Mustela frenata,Mustela frenata,Mustela frenata,Oregon,native,Mustelidae,Mustela,Female,4.55,1.78,42.50,-122.25,,,,
Mustela frenata,Mustela frenata,Mustela frenata,California,native,Mustelidae,Mustela,Female,4.56,1.78,37.65,-119.70,,,,
Mustela frenata,Mustela frenata,Mustela frenata,Washington,native,Mustelidae,Mustela,Female,4.84,1.78,48.48,-121.60,,,,
Mustela nivalis,Mustela nivalis,Mustela nivalis,Britain,native,Mustelidae,Mustela,Male,3.64,1.78,52.93,-1.07,,,,
Mustela nivalis,Mustela nivalis,Mustela nivalis,Germany,native,Mustelidae,Mustela,Male,3.66,1.78,49.73,10.17,,,,
Mustela nivalis,Mustela nivalis,Mustela nivalis,Belgium,native,Mustelidae,Mustela,Male,3.73,1.78,50.58,5.43,,,,
Mustela nivalis,Mustela nivalis,Mustela nivalis,Denmark (Jutland),native,Mustelidae,Mustela,Male,3.84,1.78,55.58,9.77,,,,
Mustela nivalis,Mustela nivalis,Mustela nivalis,Sweden,native,Mustelidae,Mustela,Male,3.85,1.78,56.70,13.85,,,,
Mustela nivalis,Mustela nivalis,Mustela nivalis,Belgium,native,Mustelidae,Mustela,Male,3.88,1.78,50.30,5.47,,,,
Mustela nivalis,Mustela nivalis,Mustela nivalis,Britain,native,Mustelidae,Mustela,Male,3.88,1.78,57.40,-2.22,,,,
Mustela nivalis,Mustela nivalis,Mustela nivalis,Britain,native,Mustelidae,Mustela,Male,3.96,1.78,50.90,-0.40,,,,
Mustela nivalis,Mustela nivalis,Mustela nivalis,Netherlands,native,Mustelidae,Mustela,Male,3.96,1.78,52.35,4.92,,,,
Mustela nivalis,Mustela nivalis,Mustela nivalis,Sweden,native,Mustelidae,Mustela,Male,3.99,1.78,55.70,13.58,,,,
Mustela nivalis,Mustela nivalis,Mustela nivalis,Turkey,native,Mustelidae,Mustela,Female,4.03,1.78,40.67,29.38,,,,
Mustela nivalis,Mustela nivalis,Mustela nivalis,Britain,native,Mustelidae,Mustela,Male,4.03,1.78,52.17,1.00,,,,
Mustela nivalis,Mustela nivalis,Mustela nivalis,Britain,native,Mustelidae,Mustela,Male,4.03,1.78,51.88,0.57,,,,
Mustela nivalis,Mustela nivalis,Mustela nivalis,Belgium,native,Mustelidae,Mustela,Male,4.05,1.78,50.30,5.47,,,,
Mustela nivalis,Mustela nivalis,Mustela nivalis,Britain,native,Mustelidae,Mustela,Male,4.10,1.78,50.90,-0.40,,,,
Mustela nivalis,Mustela nivalis,Mustela nivalis,Britain,native,Mustelidae,Mustela,Male,4.14,1.78,51.83,-1.25,,,,
Mustela nivalis,Mustela nivalis,Mustela nivalis,Britain,native,Mustelidae,Mustela,Male,4.18,1.78,57.38,2.60,,,,
Mustela nivalis,Mustela nivalis,Mustela nivalis,Britain,native,Mustelidae,Mustela,Male,4.22,1.78,54.92,-4.95,,,,
Mustela nivalis,Mustela nivalis,Mustela nivalis,Britain,native,Mustelidae,Mustela,Male,4.25,1.78,51.88,0.57,,,,
Mustela nivalis,Mustela nivalis,Mustela nivalis,Britain,native,Mustelidae,Mustela,Male,4.28,1.78,57.38,2.60,,,,
Mustela nivalis,Mustela nivalis,Mustela nivalis,Britain,native,Mustelidae,Mustela,Female,4.40,1.78,53.88,-1.67,,,,
Mustela nivalis,Mustela nivalis,Mustela nivalis,Belgium,native,Mustelidae,Mustela,Male,NA,1.78,50.58,3.48,,,,
Mustela altaica,Mustela altaica,Mustela altaica,China,native,Mustelidae,Mustela,Female,4.53,1.79,49.00,122.00,,,,
Mustela erminea,Mustela erminea,Mustela erminea,Washington,native,Mustelidae,Mustela,Male,3.75,1.79,46.02,-121.55,,,,
Mustela erminea,Mustela erminea,Mustela erminea,Idaho,native,Mustelidae,Mustela,Male,3.87,1.79,45.97,-115.70,,,,
Mustela erminea,Mustela erminea,Mustela erminea,North Western Teritorries,native,Mustelidae,Mustela,Male,3.91,1.79,61.87,-121.35,,,,
Mustela erminea,Mustela erminea,Mustela erminea,British Columbia,native,Mustelidae,Mustela,Male,3.99,1.79,49.28,-122.85,,,,
Mustela erminea,Mustela erminea,Mustela erminea,Ireland,native,Mustelidae,Mustela,Female,4.01,1.79,54.38,-7.30,,,,
Mustela erminea,Mustela erminea,Mustela erminea,Cape Breton,native,Mustelidae,Mustela,Male,4.02,1.79,46.35,-60.97,,,,
Mustela erminea,Mustela erminea,Mustela erminea,British Columbia,native,Mustelidae,Mustela,Male,4.04,1.79,58.80,-122.70,,,,
Mustela erminea,Mustela erminea,Mustela erminea,Admiralty,native,Mustelidae,Mustela,Male,4.09,1.79,57.67,-134.07,,,,
Mustela erminea,Mustela erminea,Mustela erminea,Maine,native,Mustelidae,Mustela,Male,4.11,1.79,44.57,-68.80,,,,
Mustela erminea,Mustela erminea,Mustela erminea,Minnesota,native,Mustelidae,Mustela,Male,4.11,1.79,46.42,-95.70,,,,
Mustela erminea,Mustela erminea,Mustela erminea,Ontario,native,Mustelidae,Mustela,Male,4.11,1.79,50.25,-81.67,,,,
Mustela erminea,Mustela erminea,Mustela erminea,Quebec,native,Mustelidae,Mustela,Male,4.21,1.79,47.65,-72.27,,,,
Mustela erminea,Mustela erminea,Mustela erminea,British Columbia,native,Mustelidae,Mustela,Male,4.22,1.79,58.42,-123.00,,,,
Mustela erminea,Mustela erminea,Mustela erminea,Ireland,native,Mustelidae,Mustela,Female,4.24,1.79,51.68,-9.45,,,,
Mustela erminea,Mustela erminea,Mustela erminea,Labrador,native,Mustelidae,Mustela,Male,4.26,1.79,53.65,-57.07,,,,
Mustela erminea,Mustela erminea,Mustela erminea,Michigan,native,Mustelidae,Mustela,Male,4.29,1.79,46.00,-88.58,,,,
Mustela erminea,Mustela erminea,Mustela erminea,Michigan,native,Mustelidae,Mustela,Male,4.33,1.79,46.60,-90.33,,,,
Mustela erminea,Mustela erminea,Mustela erminea,Chichagof,native,Mustelidae,Mustela,Male,4.36,1.79,58.10,-135.42,,,,
Mustela erminea,Mustela erminea,Mustela erminea,British Columbia,native,Mustelidae,Mustela,Male,4.42,1.79,49.30,-122.65,,,,
Mustela erminea,Mustela erminea,Mustela erminea,Minnesota,native,Mustelidae,Mustela,Male,4.42,1.79,45.32,-93.08,,,,
Mustela erminea,Mustela erminea,Mustela erminea,Newfoundland,native,Mustelidae,Mustela,Male,4.42,1.79,48.40,-58.88,,,,
Mustela erminea,Mustela erminea,Mustela erminea,Minnesota,native,Mustelidae,Mustela,Male,4.44,1.79,47.67,-94.83,,,,
Mustela erminea,Mustela erminea,Mustela erminea,Minnesota,native,Mustelidae,Mustela,Male,4.54,1.79,45.32,-93.08,,,,
Mustela erminea,Mustela erminea,Mustela erminea,Britain,native,Mustelidae,Mustela,Male,4.67,1.79,50.90,-0.40,,,,
Mustela frenata,Mustela frenata,Mustela frenata,Connecticut,native,Mustelidae,Mustela,Female,4.00,1.79,41.67,-72.25,,,,
Mustela frenata,Mustela frenata,Mustela frenata,Ohio,native,Mustelidae,Mustela,Female,4.05,1.79,41.43,-81.38,,,,
Mustela frenata,Mustela frenata,Mustela frenata,Idaho,native,Mustelidae,Mustela,Female,4.53,1.79,45.97,-115.70,,,,
Mustela frenata,Mustela frenata,Mustela frenata,Oregon,native,Mustelidae,Mustela,Female,4.65,1.79,45.42,-122.67,,,,
Mustela frenata,Mustela frenata,Mustela frenata,California,native,Mustelidae,Mustela,Female,4.72,1.79,38.57,-119.38,,,,
Mustela frenata,Mustela frenata,Mustela frenata,Idaho,native,Mustelidae,Mustela,Female,4.76,1.79,43.38,-112.12,,,,
Mustela nivalis,Mustela nivalis,Mustela nivalis,Netherlands,native,Mustelidae,Mustela,Male,3.74,1.79,52.38,7.00,,,,
Mustela nivalis,Mustela nivalis,Mustela nivalis,Belgium,native,Mustelidae,Mustela,Male,3.76,1.79,51.07,2.60,,,,
Mustela nivalis,Mustela nivalis,Mustela nivalis,Britain,native,Mustelidae,Mustela,Male,3.78,1.79,50.87,-2.12,,,,
Mustela nivalis,Mustela nivalis,Mustela nivalis,Britain,native,Mustelidae,Mustela,Male,3.78,1.79,50.90,-0.40,,,,
Mustela nivalis,Mustela nivalis,Mustela nivalis,Spain,native,Mustelidae,Mustela,Male,3.78,1.79,40.35,-0.45,,,,
Mustela nivalis,Mustela nivalis,Mustela nivalis,Czech Republic,native,Mustelidae,Mustela,Male,3.85,1.79,50.27,12.93,,,,
Mustela nivalis,Mustela nivalis,Mustela nivalis,Sweden,native,Mustelidae,Mustela,Male,3.92,1.79,55.61,13.68,,,,
Mustela nivalis,Mustela nivalis,Mustela nivalis,Britain,native,Mustelidae,Mustela,Male,3.93,1.79,52.88,-0.78,,,,
Mustela nivalis,Mustela nivalis,Mustela nivalis,Britain,native,Mustelidae,Mustela,Male,3.94,1.79,54.92,-4.95,,,,
Mustela nivalis,Mustela nivalis,Mustela nivalis,Netherlands,native,Mustelidae,Mustela,Male,3.96,1.79,51.53,4.22,,,,
Mustela nivalis,Mustela nivalis,Mustela nivalis,Romania,native,Mustelidae,Mustela,Male,3.96,1.79,45.13,28.87,,,,
Mustela nivalis,Mustela nivalis,Mustela nivalis,Germany,native,Mustelidae,Mustela,Male,3.98,1.79,51.05,13.75,,,,
Mustela nivalis,Mustela nivalis,Mustela nivalis,Germany,native,Mustelidae,Mustela,Male,4.04,1.79,52.52,13.40,,,,
Mustela nivalis,Mustela nivalis,Mustela nivalis,Sweden,native,Mustelidae,Mustela,Male,4.06,1.79,55.61,13.68,,,,
Mustela nivalis,Mustela nivalis,Mustela subpalmata,Egypt,native,Mustelidae,Mustela,Female,4.10,1.79,30.00,31.18,,,,
Mustela nivalis,Mustela nivalis,Mustela nivalis,Britain,native,Mustelidae,Mustela,Male,4.12,1.79,57.40,-2.22,,,,
Mustela nivalis,Mustela nivalis,Mustela nivalis,Britain,native,Mustelidae,Mustela,Male,4.12,1.79,51.75,-0.55,,,,
Mustela nivalis,Mustela nivalis,Mustela nivalis,Britain,native,Mustelidae,Mustela,Male,4.22,1.79,50.90,-0.40,,,,
Mustela nivalis,Mustela nivalis,Mustela nivalis,Italy,native,Mustelidae,Mustela,Female,4.24,1.79,44.10,8.23,,,,
Mustela nivalis,Mustela nivalis,Mustela nivalis,Malta,native,Mustelidae,Mustela,Female,NA,1.79,35.88,14.45,,,,
Mustela erminea,Mustela erminea,Mustela erminea,Alaska,native,Mustelidae,Mustela,Male,3.88,1.80,58.42,-134.75,,,,
Mustela erminea,Mustela erminea,Mustela erminea,British Columbia,native,Mustelidae,Mustela,Male,4.02,1.80,49.48,-117.28,,,,
Mustela erminea,Mustela erminea,Mustela erminea,British Columbia,native,Mustelidae,Mustela,Male,4.09,1.80,53.27,-121.27,,,,
Mustela erminea,Mustela erminea,Mustela erminea,Ireland,native,Mustelidae,Mustela,Female,4.10,1.80,54.38,-7.30,,,,
Mustela erminea,Mustela erminea,Mustela erminea,Alaska,native,Mustelidae,Mustela,Female,4.11,1.80,69.35,-145.17,,,,
Mustela erminea,Mustela erminea,Mustela erminea,Maine,native,Mustelidae,Mustela,Male,4.15,1.80,43.92,-69.97,,,,
Mustela erminea,Mustela erminea,Mustela erminea,Ireland,native,Mustelidae,Mustela,Female,4.19,1.80,53.15,-7.18,,,,
Mustela erminea,Mustela erminea,Mustela erminea,Alaska,native,Mustelidae,Mustela,Female,4.20,1.80,66.90,-151.57,,,,
Mustela erminea,Mustela erminea,Mustela erminea,Ontario,native,Mustelidae,Mustela,Female,4.25,1.80,42.95,-81.33,,,,
Mustela erminea,Mustela erminea,Mustela erminea,Admiralty,native,Mustelidae,Mustela,Male,4.25,1.80,57.67,-134.07,,,,
Mustela erminea,Mustela erminea,Mustela erminea,Ontario,native,Mustelidae,Mustela,Male,4.25,1.80,49.65,-91.02,,,,
Mustela erminea,Mustela erminea,Mustela erminea,British Columbia,native,Mustelidae,Mustela,Male,4.28,1.80,49.07,-122.12,,,,
Mustela erminea,Mustela erminea,Mustela erminea,Minnesota,native,Mustelidae,Mustela,Male,4.28,1.80,45.07,-92.98,,,,
Mustela erminea,Mustela erminea,Mustela erminea,Belgium,native,Mustelidae,Mustela,Female,4.32,1.80,50.78,5.47,,,,
Mustela erminea,Mustela erminea,Mustela erminea,Maine,native,Mustelidae,Mustela,Male,4.35,1.80,46.07,-69.42,,,,
Mustela erminea,Mustela erminea,Mustela erminea,Michigan,native,Mustelidae,Mustela,Male,4.36,1.80,46.60,-90.33,,,,
Mustela erminea,Mustela erminea,Mustela erminea,Maine,native,Mustelidae,Mustela,Male,4.44,1.80,44.57,-68.80,,,,
Mustela erminea,Mustela erminea,Mustela erminea,Labrador,native,Mustelidae,Mustela,Male,4.53,1.80,52.27,-55.58,,,,
Mustela erminea,Mustela erminea,Mustela erminea,Minnesota,native,Mustelidae,Mustela,Male,4.59,1.80,47.83,-90.25,,,,
Mustela erminea,Mustela erminea,Mustela erminea,Prince of Wales,native,Mustelidae,Mustela,Male,4.67,1.80,55.48,-133.15,,,,
Mustela erminea,Mustela erminea,Mustela erminea,Baranof,native,Mustelidae,Mustela,Male,4.68,1.80,57.45,-135.17,,,,
Mustela erminea,Mustela erminea,Mustela erminea,Ireland,native,Mustelidae,Mustela,Female,4.90,1.80,52.57,-8.90,,,,
Mustela frenata,Mustela frenata,Mustela frenata,Ohio,native,Mustelidae,Mustela,Female,4.10,1.80,39.45,-83.83,,,,
Mustela frenata,Mustela frenata,Mustela frenata,Oregon,native,Mustelidae,Mustela,Female,4.40,1.80,45.45,-123.85,,,,
Mustela frenata,Mustela frenata,Mustela frenata,Pennsilvania,native,Mustelidae,Mustela,Female,4.44,1.80,41.45,-76.33,,,,
Mustela frenata,Mustela frenata,Mustela frenata,Idaho,native,Mustelidae,Mustela,Female,4.47,1.80,45.83,-115.62,,,,
Mustela frenata,Mustela frenata,Mustela frenata,Washington,native,Mustelidae,Mustela,Female,4.61,1.80,47.83,-120.50,,,,
Mustela frenata,Mustela frenata,Mustela frenata,Michigan,native,Mustelidae,Mustela,Female,4.63,1.80,46.45,-90.17,,,,
Mustela frenata,Mustela frenata,Mustela frenata,California,native,Mustelidae,Mustela,Female,4.68,1.80,38.92,-120.02,,,,
Mustela frenata,Mustela frenata,Mustela frenata,Idaho,native,Mustelidae,Mustela,Male,4.72,1.80,44.97,-115.50,,,,
Mustela frenata,Mustela frenata,Mustela frenata,California,native,Mustelidae,Mustela,Female,4.99,1.80,41.55,-124.00,,,,
Mustela nivalis,Mustela nivalis,Mustela nivalis,Britain,native,Mustelidae,Mustela,Male,3.52,1.80,51.73,-2.37,,,,
Mustela nivalis,Mustela nivalis,Mustela nivalis,Belgium,native,Mustelidae,Mustela,Male,3.66,1.80,50.30,5.47,,,,
Mustela nivalis,Mustela nivalis,Mustela nivalis,Sweden,native,Mustelidae,Mustela,Male,3.72,1.80,57.78,14.18,,,,
Mustela nivalis,Mustela nivalis,Mustela nivalis,Sweden,native,Mustelidae,Mustela,Male,3.76,1.80,55.61,13.68,,,,
Mustela nivalis,Mustela nivalis,Mustela nivalis,Britain,native,Mustelidae,Mustela,Male,3.82,1.80,54.92,-4.95,,,,
Mustela nivalis,Mustela nivalis,Mustela nivalis,Sweden,native,Mustelidae,Mustela,Male,3.82,1.80,55.88,13.87,,,,
Mustela nivalis,Mustela nivalis,Mustela nivalis,Belgium,native,Mustelidae,Mustela,Male,3.96,1.80,50.42,5.00,,,,
Mustela nivalis,Mustela nivalis,Mustela nivalis,Belgium,native,Mustelidae,Mustela,Male,3.97,1.80,50.65,4.57,,,,
Mustela nivalis,Mustela nivalis,Mustela nivalis,Britain,native,Mustelidae,Mustela,Male,4.00,1.80,51.77,-1.30,,,,
Mustela nivalis,Mustela nivalis,Mustela nivalis,Spain,native,Mustelidae,Mustela,Male,4.04,1.80,39.47,-0.37,,,,
Mustela nivalis,Mustela nivalis,Mustela nivalis,France,native,Mustelidae,Mustela,Male,4.05,1.80,50.50,2.33,,,,
Mustela nivalis,Mustela nivalis,Mustela nivalis,Belgium,native,Mustelidae,Mustela,Male,4.15,1.80,51.08,2.60,,,,
Mustela nivalis,Mustela nivalis,Mustela nivalis,Belgium,native,Mustelidae,Mustela,Male,4.17,1.80,50.98,4.57,,,,
Mustela nivalis,Mustela nivalis,Mustela nivalis,France,native,Mustelidae,Mustela,Male,4.18,1.80,44.38,6.65,,,,
Mustela nivalis,Mustela nivalis,Mustela nivalis,Britain,native,Mustelidae,Mustela,Male,NA,1.80,57.00,-3.00,,,,
Mustela erminea,Mustela erminea,Mustela erminea,British Columbia,native,Mustelidae,Mustela,Male,4.09,1.81,58.42,-123.00,,,,
Mustela erminea,Mustela erminea,Mustela erminea,Maine,native,Mustelidae,Mustela,Male,4.24,1.81,47.08,-69.05,,,,
Mustela erminea,Mustela erminea,Mustela erminea,Maine,native,Mustelidae,Mustela,Male,4.24,1.81,45.37,-69.20,,,,
Mustela erminea,Mustela erminea,Mustela erminea,Ontario,native,Mustelidae,Mustela,Female,4.28,1.81,43.97,-77.45,,,,
Mustela erminea,Mustela erminea,Mustela erminea,Minnesota,native,Mustelidae,Mustela,Male,4.28,1.81,45.42,-93.20,,,,
Mustela erminea,Mustela erminea,Mustela erminea,Michigan,native,Mustelidae,Mustela,Female,4.30,1.81,44.50,-84.50,,,,
Mustela erminea,Mustela erminea,Mustela erminea,Minnesota,native,Mustelidae,Mustela,Male,4.33,1.81,45.37,-93.03,,,,
